participant.id_in_session,participant_code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,round_number,player.series_round,player.session_name,condition,player.block_order,player.trade_payoff,player.payable_round,data_available,pay_for_data,player.ack_brokerage_fee,round_type,investment_amount,return_forecast,forecast_confidence,belief_informative,belief_confidence,realized_return,informative,investment_payoff,cumulative_bonuses,round_payoff,player.self_assesment,group.id_in_subsession,subsession.round_number,subsession.training,session_code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,treated,paid_round
4,4tucoz6l,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.603497,1,,,119.79,4,,101.39,9,3,,treatment,,0.0,6,1,1.0,,paid_data,26.0,19.0,3.0,1.0,3.0,16.8775714200622,1.0,99.39,6.0,101.39,,1,9,0,9vfoiax5,,,,,0,1,1
5,47cbw4kl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.882773,1,,,141.4,5,,128.26,9,19,,treatment,,0.0,10,1,1.0,,free_data,100.0,15.0,1.0,0.0,2.0,27.2611152781865,0.0,127.26,6.0,128.26,,1,9,0,9vfoiax5,,,,,0,1,0
6,w1hg4dq2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.230442,1,,,121.45,6,,100.9,9,18,,treatment,,0.0,18,0,0.0,,paid_data,5.0,12.0,2.0,,,17.9942787562462,0.0,100.9,6.0,100.9,,1,9,0,9vfoiax5,,,,,0,1,1
7,2am1bt7m,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.487174,1,,,118.16,7,,103.73,9,19,,treatment,,0.0,14,0,0.0,,paid_data,10.0,23.0,4.0,,,27.2611152781865,0.0,102.73,7.0,103.73,,1,9,0,9vfoiax5,,,,,0,1,1
8,f0dtgw15,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.729020,1,,,129.55,8,,98.16,9,16,,treatment,,0.0,5,1,1.0,,paid_data,50.0,15.0,3.0,0.0,4.0,6.32159774566318,1.0,98.16,8.0,98.16,,1,9,0,9vfoiax5,,,,,0,1,1
9,gtr4o4u4,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.330479,1,,,126.75,9,,109.13,9,9,,treatment,,0.0,3,1,1.0,,paid_data,50.0,20.0,4.0,1.0,4.0,24.2659454381039,1.0,107.13,10.0,109.13,,1,9,0,9vfoiax5,,,,,0,1,1
10,edlvyy4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.368408,1,,,131.35,10,,100.86,9,15,,treatment,,0.0,6,1,0.0,,free_data,20.0,15.0,3.0,0.0,5.0,-0.723989516491677,0.0,99.86,11.0,100.86,,1,9,0,9vfoiax5,,,,,0,1,0
11,454urtzl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.375937,1,,,149.46,11,,118.83,9,11,,treatment,,0.0,8,1,1.0,,free_data,50.0,4.0,2.0,1.0,4.0,37.6588629338984,0.0,118.83,4.0,118.83,,1,9,0,9vfoiax5,,,,,0,1,0
12,y7r9sa4u,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.658299,1,,,119.6,12,,96.0,9,11,,treatment,,0.0,15,1,1.0,,paid_data,0.0,12.0,4.0,0.0,3.0,37.6588629338984,0.0,95.0,6.0,96.0,,1,9,0,9vfoiax5,,,,,0,1,1
13,pm665xdw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.667922,1,,,125.96,13,,96.6,9,20,,treatment,,0.0,16,1,1.0,,free_data,50.0,5.0,3.0,1.0,2.0,-8.79848578409706,1.0,95.6,4.0,96.6,,1,9,0,9vfoiax5,,,,,0,1,0
14,qgszrtu9,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.147052,1,,,121.99,14,,101.0,9,20,,treatment,,0.0,3,1,1.0,,free_data,0.0,0.0,4.0,1.0,5.0,-8.79848578409706,1.0,100.0,5.0,101.0,,1,9,0,9vfoiax5,,,,,0,1,0
15,0z4ddbix,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.337225,1,,,143.86,15,,101.0,9,20,,treatment,,0.0,10,1,1.0,,free_data,0.0,-20.0,5.0,1.0,5.0,-8.79848578409706,1.0,100.0,5.0,101.0,,1,9,0,9vfoiax5,,,,,0,1,0
16,t6rthajw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:12.015053,1,,,132.66,16,,100.0,9,5,,treatment,,0.0,10,0,0.0,,paid_data,0.0,-2.0,2.0,,,-11.0647641062684,1.0,100.0,5.0,100.0,,1,9,0,9vfoiax5,,,,,0,1,1
17,wel7w6gg,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:13.709515,1,,,155.98,17,,105.6,9,6,,treatment,,0.0,18,1,1.0,,free_data,25.0,-5.0,3.0,1.0,3.0,22.4078126217597,0.0,105.6,8.0,105.6,,1,9,0,9vfoiax5,,,,,0,1,0
18,u4dpd5wy,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:14.397432,1,,,122.85,18,,105.16,9,17,,treatment,,0.0,14,1,1.0,,paid_data,40.0,10.0,2.0,0.0,1.0,22.9090225541578,0.0,104.16,6.0,105.16,,1,9,0,9vfoiax5,,,,,0,1,1
19,y3uiqp3t,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:14.803975,1,,,133.98,19,,128.61,9,10,,treatment,,0.0,16,1,1.0,,free_data,100.0,20.0,4.0,1.0,4.0,28.6089312735897,0.0,128.61,4.0,128.61,,1,9,0,9vfoiax5,,,,,0,1,0
20,atqtlu6a,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:15.002851,1,,,126.01,20,,102.59,9,14,,treatment,,0.0,14,1,0.0,,free_data,10.0,8.0,4.0,0.0,5.0,5.87642608043333,0.0,100.59,10.0,102.59,,1,9,0,9vfoiax5,,,,,0,1,0
21,cuq5iz33,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:15.286301,1,,,111.24,21,,130.13,9,11,,treatment,,0.0,15,0,0.0,,paid_data,80.0,25.0,3.0,,,37.6588629338984,0.0,130.13,3.0,130.13,,1,9,0,9vfoiax5,,,,,0,1,1
22,4yux8e22,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:16.409415,1,,,121.61,22,,102.93,9,8,,treatment,,0.0,16,1,1.0,,free_data,10.0,23.0,4.0,1.0,5.0,19.2982240105404,0.0,101.93,6.0,102.93,,1,9,0,9vfoiax5,,,,,0,1,0
23,f291tr7u,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:17.330849,1,,,136.85,23,,91.2,9,20,,treatment,,0.0,4,1,1.0,,free_data,100.0,20.0,2.0,0.0,2.0,-8.79848578409706,1.0,91.2,8.0,91.2,,1,9,0,9vfoiax5,,,,,0,1,0
24,w3cukoe0,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:23.181196,1,,,123.6,24,,119.18,9,17,,treatment,,0.0,17,1,1.0,,free_data,75.0,25.0,4.0,0.0,5.0,22.9090225541578,0.0,117.18,8.0,119.18,,1,9,0,9vfoiax5,,,,,0,1,0
26,4zd5ned9,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:26.439460,1,,,135.3,26,,109.6,9,17,,treatment,,0.0,16,1,1.0,,paid_data,55.0,25.0,4.0,0.0,5.0,22.9090225541578,0.0,107.6,6.0,109.6,,1,9,0,9vfoiax5,,,,,0,1,1
27,mknb67le,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:27.321536,1,,,130.06,27,,99.53,9,3,,treatment,,0.0,15,1,1.0,,paid_data,15.0,20.0,3.0,1.0,4.0,16.8775714200622,1.0,97.53,10.0,99.53,,1,9,0,9vfoiax5,,,,,0,1,1
28,sp03734d,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:30.219444,1,,,128.17,28,,105.72,9,10,,treatment,,0.0,13,0,0.0,,paid_data,20.0,20.0,3.0,,,28.6089312735897,0.0,105.72,7.0,105.72,,1,9,0,9vfoiax5,,,,,0,1,1
29,m7hitpc7,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:32.107936,1,,,139.39,29,,99.96,9,15,,treatment,,0.0,15,0,0.0,,paid_data,5.0,6.0,2.0,,,-0.723989516491677,0.0,99.96,7.0,99.96,,1,9,0,9vfoiax5,,,,,0,1,1
30,92y585sb,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:32.444838,1,,,122.81,30,,117.35,9,9,,treatment,,0.0,6,1,1.0,,paid_data,88.0,18.5,4.0,1.0,5.0,24.2659454381039,1.0,116.35,6.0,117.35,,1,9,0,9vfoiax5,,,,,0,1,1
31,ki9t1ots,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:33.838151,1,,,113.81,31,,95.29,9,14,,treatment,,0.0,19,1,1.0,,paid_data,5.0,13.0,4.0,1.0,3.0,5.87642608043333,0.0,95.29,5.0,95.29,,1,9,0,9vfoiax5,,,,,0,1,1
32,8ygvklh3,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:35.859366,1,,,149.01,32,,131.38,9,12,,treatment,,0.0,17,1,0.0,,free_data,100.0,22.0,5.0,1.0,5.0,30.3829281992374,1.0,130.38,6.0,131.38,,1,9,0,9vfoiax5,,,,,0,1,0
33,j6pfvo4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:41.745324,1,,,129.0,33,,108.45,9,17,,treatment,,0.0,13,1,1.0,,paid_data,50.0,25.0,1.0,0.0,2.0,22.9090225541578,0.0,106.45,5.0,108.45,,1,9,0,9vfoiax5,,,,,0,1,1
34,mrwqmc94,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:49.104405,1,,,140.54,34,,120.05,9,9,,treatment,,0.0,8,1,1.0,,paid_data,95.0,27.5,4.0,1.0,5.0,24.2659454381039,1.0,118.05,9.0,120.05,,1,9,0,9vfoiax5,,,,,0,1,1
35,8lotxa0v,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:04.989442,1,,,142.84,35,,128.61,9,10,,treatment,,0.0,19,1,0.0,,free_data,100.0,18.0,3.0,1.0,3.0,28.6089312735897,0.0,128.61,3.0,128.61,,1,9,0,9vfoiax5,,,,,0,1,0
36,zy0t07g5,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:06.605976,1,,,137.36,36,,96.0,9,20,,treatment,,0.0,6,1,1.0,,paid_data,0.0,0.0,3.0,1.0,3.0,-8.79848578409706,1.0,95.0,5.0,96.0,,1,9,0,9vfoiax5,,,,,0,1,1
37,zs0yllk7,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:16.492104,1,,,113.91,37,,124.41,9,6,,treatment,,0.0,3,1,1.0,,free_data,100.0,25.0,1.0,0.0,1.0,22.4078126217597,0.0,122.41,8.0,124.41,,1,9,0,9vfoiax5,,,,,0,1,0
38,9ozs75r2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:56.656898,1,,,107.53,38,,102.26,9,16,,treatment,,0.0,19,0,0.0,,paid_data,20.0,5.0,3.0,,,6.32159774566318,1.0,101.26,6.0,102.26,,1,9,0,9vfoiax5,,,,,0,1,1
39,nn4f2puj,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:14:35.491322,1,,,117.76,39,,102.94,9,14,,treatment,,0.0,14,1,1.0,,free_data,50.0,-17.0,3.0,1.0,3.0,5.87642608043333,0.0,102.94,6.0,102.94,,1,9,0,9vfoiax5,,,,,0,1,0
2,ttbhrq7x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:02.785387,1,,,125.21,2,,102.86,10,10,,treatment,,0.0,10,0,0.0,,paid_data,10.0,7.0,1.0,,,28.6089312735897,0.0,102.86,7.0,102.86,,1,10,0,9vfoiax5,,,,,0,1,1
3,h6ra9n61,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:04.680764,1,,,144.01,3,,123.91,10,17,,treatment,,0.0,8,0,0.0,,paid_data,100.0,20.0,3.0,,,22.9090225541578,0.0,122.91,7.0,123.91,,1,10,0,9vfoiax5,,,,,0,1,1
4,4tucoz6l,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.603497,1,,,119.79,4,,104.69,10,13,,treatment,,0.0,6,1,1.0,,free_data,30.0,21.0,3.0,1.0,4.0,12.2928746925969,1.0,103.69,7.0,104.69,,1,10,0,9vfoiax5,,,,,0,1,0
5,47cbw4kl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.882773,1,,,141.4,5,,120.05,10,9,,treatment,,0.0,10,1,1.0,,paid_data,95.0,20.0,2.0,1.0,2.0,24.2659454381039,1.0,118.05,8.0,120.05,,1,10,0,9vfoiax5,,,,,0,1,1
6,w1hg4dq2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.230442,1,,,121.45,6,,94.76,10,7,,treatment,,0.0,18,1,1.0,,paid_data,5.0,15.0,2.0,0.0,2.0,-4.77007384032043,1.0,94.76,6.0,94.76,,1,10,0,9vfoiax5,,,,,0,1,1
7,2am1bt7m,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.487174,1,,,118.16,7,,101.12,10,6,,treatment,,0.0,14,0,0.0,,paid_data,5.0,15.0,3.0,,,22.4078126217597,0.0,101.12,7.0,101.12,,1,10,0,9vfoiax5,,,,,0,1,1
8,f0dtgw15,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.729020,1,,,129.55,8,,107.2,10,6,,treatment,,0.0,5,1,1.0,,paid_data,50.0,15.0,3.0,0.0,4.0,22.4078126217597,0.0,106.2,9.0,107.2,,1,10,0,9vfoiax5,,,,,0,1,1
9,gtr4o4u4,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.330479,1,,,126.75,9,,97.0,10,20,,treatment,,0.0,3,1,1.0,,paid_data,0.0,-10.0,4.0,1.0,3.0,-8.79848578409706,1.0,95.0,12.0,97.0,,1,10,0,9vfoiax5,,,,,0,1,1
10,edlvyy4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.368408,1,,,131.35,10,,101.69,10,3,,treatment,,0.0,6,0,0.0,,paid_data,10.0,5.0,3.0,,,16.8775714200622,1.0,101.69,11.0,101.69,,1,10,0,9vfoiax5,,,,,0,1,1
11,454urtzl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.375937,1,,,149.46,11,,120.9,10,19,,treatment,,0.0,8,1,1.0,,paid_data,95.0,8.0,5.0,1.0,5.0,27.2611152781865,0.0,120.9,4.0,120.9,,1,10,0,9vfoiax5,,,,,0,1,1
12,y7r9sa4u,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.658299,1,,,119.6,12,,124.86,10,12,,treatment,,0.0,15,1,1.0,,paid_data,95.0,22.0,3.0,1.0,5.0,30.3829281992374,1.0,123.86,7.0,124.86,,1,10,0,9vfoiax5,,,,,0,1,1
13,pm665xdw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.667922,1,,,125.96,13,,105.58,10,17,,treatment,,0.0,16,1,1.0,,free_data,20.0,15.0,1.0,0.0,4.0,22.9090225541578,0.0,104.58,5.0,105.58,,1,10,0,9vfoiax5,,,,,0,1,0
14,qgszrtu9,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.147052,1,,,121.99,14,,104.44,10,17,,treatment,,0.0,3,1,1.0,,free_data,15.0,23.0,4.0,1.0,4.0,22.9090225541578,0.0,103.44,6.0,104.44,,1,10,0,9vfoiax5,,,,,0,1,0
15,0z4ddbix,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.337225,1,,,143.86,15,,127.26,10,19,,treatment,,0.0,10,1,0.0,,free_data,100.0,10.0,4.0,1.0,5.0,27.2611152781865,0.0,127.26,5.0,127.26,,1,10,0,9vfoiax5,,,,,0,1,0
16,t6rthajw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:12.015053,1,,,132.66,16,,115.06,10,11,,treatment,,0.0,10,1,1.0,,free_data,40.0,22.0,2.0,1.0,2.0,37.6588629338984,0.0,115.06,5.0,115.06,,1,10,0,9vfoiax5,,,,,0,1,0
17,wel7w6gg,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:13.709515,1,,,155.98,17,,109.41,10,11,,treatment,,0.0,18,1,1.0,,free_data,25.0,5.0,3.0,1.0,3.0,37.6588629338984,0.0,109.41,8.0,109.41,,1,10,0,9vfoiax5,,,,,0,1,0
18,u4dpd5wy,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:14.397432,1,,,122.85,18,,99.09,10,7,,treatment,,0.0,14,1,1.0,,free_data,40.0,5.0,2.0,1.0,4.0,-4.77007384032043,1.0,98.09,7.0,99.09,,1,10,0,9vfoiax5,,,,,0,1,0
19,y3uiqp3t,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:14.803975,1,,,133.98,19,,100.86,10,15,,treatment,,0.0,16,1,1.0,,free_data,20.0,5.0,3.0,0.0,5.0,-0.723989516491677,0.0,99.86,5.0,100.86,,1,10,0,9vfoiax5,,,,,0,1,0
20,atqtlu6a,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:15.002851,1,,,126.01,20,,100.0,10,11,,treatment,,0.0,14,1,0.0,,free_data,0.0,8.5,4.0,1.0,4.0,37.6588629338984,0.0,100.0,10.0,100.0,,1,10,0,9vfoiax5,,,,,0,1,0
21,cuq5iz33,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:15.286301,1,,,111.24,21,,91.15,10,5,,treatment,,0.0,15,0,0.0,,paid_data,80.0,5.0,3.0,,,-11.0647641062684,1.0,91.15,3.0,91.15,,1,10,0,9vfoiax5,,,,,0,1,1
22,4yux8e22,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:16.409415,1,,,121.61,22,,100.28,10,7,,treatment,,0.0,16,1,0.0,,free_data,15.0,10.0,5.0,1.0,5.0,-4.77007384032043,1.0,99.28,7.0,100.28,,1,10,0,9vfoiax5,,,,,0,1,0
23,f291tr7u,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:17.330849,1,,,136.85,23,,84.49,10,5,,treatment,,0.0,4,1,1.0,,paid_data,95.0,12.0,3.0,0.0,3.0,-11.0647641062684,1.0,84.49,8.0,84.49,,1,10,0,9vfoiax5,,,,,0,1,1
24,w3cukoe0,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:23.181196,1,,,123.6,24,,96.0,10,15,,treatment,,0.0,17,1,1.0,,paid_data,0.0,-15.0,5.0,0.0,5.0,-0.723989516491677,0.0,95.0,9.0,96.0,,1,10,0,9vfoiax5,,,,,0,1,1
26,4zd5ned9,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:26.439460,1,,,135.3,26,,104.43,10,16,,treatment,,0.0,16,1,1.0,,free_data,70.0,30.0,4.0,0.0,5.0,6.32159774566318,1.0,104.43,6.0,104.43,,1,10,0,9vfoiax5,,,,,0,1,0
27,mknb67le,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:27.321536,1,,,130.06,27,,98.7,10,4,,treatment,,0.0,15,1,1.0,,paid_data,10.0,18.0,2.0,1.0,3.0,16.9752110267725,1.0,96.7,12.0,98.7,,1,10,0,9vfoiax5,,,,,0,1,1
28,sp03734d,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:30.219444,1,,,128.17,28,,103.73,10,19,,treatment,,0.0,13,1,1.0,,free_data,10.0,-5.0,2.0,0.0,5.0,27.2611152781865,0.0,102.73,8.0,103.73,,1,10,0,9vfoiax5,,,,,0,1,0
29,m7hitpc7,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:32.107936,1,,,139.39,29,,97.0,10,7,,treatment,,0.0,15,1,1.0,,paid_data,0.0,0.0,3.0,1.0,3.0,-4.77007384032043,1.0,95.0,9.0,97.0,,1,10,0,9vfoiax5,,,,,0,1,1
30,92y585sb,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:32.444838,1,,,122.81,30,,93.2,10,20,,treatment,,0.0,6,1,1.0,,free_data,100.0,-12.5,4.0,1.0,5.0,-8.79848578409706,1.0,91.2,8.0,93.2,,1,10,0,9vfoiax5,,,,,0,1,0
31,ki9t1ots,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:33.838151,1,,,113.81,31,,99.76,10,7,,treatment,,0.0,19,0,0.0,,paid_data,5.0,21.0,4.0,,,-4.77007384032043,1.0,99.76,5.0,99.76,,1,10,0,9vfoiax5,,,,,0,1,1
32,8ygvklh3,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:35.859366,1,,,149.01,32,,100.41,10,14,,treatment,,0.0,17,1,1.0,,paid_data,75.0,-10.0,5.0,0.0,5.0,5.87642608043333,0.0,99.41,7.0,100.41,,1,10,0,9vfoiax5,,,,,0,1,1
33,j6pfvo4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:41.745324,1,,,129.0,33,,96.6,10,20,,treatment,,0.0,13,1,1.0,,free_data,50.0,36.0,2.0,1.0,2.0,-8.79848578409706,1.0,95.6,6.0,96.6,,1,10,0,9vfoiax5,,,,,0,1,0
34,mrwqmc94,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:49.104405,1,,,140.54,34,,92.66,10,7,,treatment,,0.0,8,1,1.0,,paid_data,70.0,13.0,4.0,1.0,2.0,-4.77007384032043,1.0,91.66,10.0,92.66,,1,10,0,9vfoiax5,,,,,0,1,1
35,8lotxa0v,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:04.989442,1,,,142.84,35,,105.88,10,14,,treatment,,0.0,19,0,0.0,,paid_data,100.0,30.0,3.0,,,5.87642608043333,0.0,105.88,3.0,105.88,,1,10,0,9vfoiax5,,,,,0,1,1
36,zy0t07g5,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:05:06.605976,1,,,137.36,36,,100.28,10,15,,treatment,,0.0,6,1,1.0,,free_data,100.0,20.0,4.0,0.0,4.0,-0.723989516491677,0.0,99.28,6.0,100.28,,1,10,0,9vfoiax5,,,,,0,1,0
37,zs0yllk7,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:16.492104,1,,,113.91,37,,95.0,10,4,,treatment,,0.0,3,1,1.0,,paid_data,0.0,10.0,1.0,0.0,1.0,16.9752110267725,1.0,95.0,8.0,95.0,,1,10,0,9vfoiax5,,,,,0,1,1
38,9ozs75r2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:07:56.656898,1,,,107.53,38,,100.0,10,9,,treatment,,0.0,19,1,0.0,,free_data,0.0,-3.0,4.0,0.0,3.0,24.2659454381039,1.0,100.0,6.0,100.0,,1,10,0,9vfoiax5,,,,,0,1,0
39,nn4f2puj,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:14:35.491322,1,,,117.76,39,,105.72,10,10,,treatment,,0.0,14,1,1.0,,free_data,20.0,-5.0,3.0,1.0,3.0,28.6089312735897,0.0,105.72,6.0,105.72,,1,10,0,9vfoiax5,,,,,0,1,0
2,ttbhrq7x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:02.785387,1,,,125.21,2,,100.24,11,4,,treatment,,0.0,10,1,1.0,,paid_data,25.0,25.0,3.0,1.0,4.0,16.9752110267725,1.0,99.24,8.0,100.24,,1,11,0,9vfoiax5,,,,,0,1,1
3,h6ra9n61,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:04.680764,1,,,144.01,3,,129.61,11,10,,treatment,,0.0,8,1,0.0,,free_data,100.0,10.0,4.0,0.0,5.0,28.6089312735897,0.0,128.61,8.0,129.61,,1,11,0,9vfoiax5,,,,,0,1,0
4,4tucoz6l,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.603497,1,,,119.79,4,,103.26,11,16,,treatment,,0.0,6,1,0.0,,free_data,20.0,5.0,3.0,1.0,3.0,6.32159774566318,1.0,101.26,9.0,103.26,,1,11,0,9vfoiax5,,,,,0,1,0
5,47cbw4kl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:07.882773,1,,,141.4,5,,138.66,11,11,,treatment,,0.0,10,1,1.0,,free_data,100.0,17.0,2.0,0.0,2.0,37.6588629338984,0.0,137.66,9.0,138.66,,1,11,0,9vfoiax5,,,,,0,1,0
6,w1hg4dq2,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.230442,1,,,121.45,6,,101.32,11,16,,treatment,,0.0,18,0,0.0,,paid_data,5.0,11.0,2.0,,,6.32159774566318,1.0,100.32,7.0,101.32,,1,11,0,9vfoiax5,,,,,0,1,1
7,2am1bt7m,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.487174,1,,,118.16,7,,101.93,11,8,,treatment,,0.0,14,1,0.0,,free_data,10.0,25.0,4.0,1.0,4.0,19.2982240105404,0.0,101.93,7.0,101.93,,1,11,0,9vfoiax5,,,,,0,1,0
8,f0dtgw15,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:08.729020,1,,,129.55,8,,97.0,11,20,,treatment,,0.0,5,1,1.0,,paid_data,0.0,-5.0,4.0,1.0,4.0,-8.79848578409706,1.0,95.0,11.0,97.0,,1,11,0,9vfoiax5,,,,,0,1,1
9,gtr4o4u4,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.330479,1,,,126.75,9,,97.0,11,8,,treatment,,0.0,3,1,1.0,,paid_data,0.0,15.0,2.0,0.0,4.0,19.2982240105404,0.0,95.0,14.0,97.0,,1,11,0,9vfoiax5,,,,,0,1,1
10,edlvyy4x,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.368408,1,,,131.35,10,,93.61,11,7,,treatment,,0.0,6,1,1.0,,paid_data,50.0,10.0,5.0,1.0,5.0,-4.77007384032043,1.0,92.61,12.0,93.61,,1,11,0,9vfoiax5,,,,,0,1,1
11,454urtzl,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:09.375937,1,,,149.46,11,,112.03,11,3,,treatment,,0.0,8,1,1.0,,paid_data,95.0,24.0,5.0,1.0,4.0,16.8775714200622,1.0,111.03,5.0,112.03,,1,11,0,9vfoiax5,,,,,0,1,1
12,y7r9sa4u,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.658299,1,,,119.6,12,,113.29,11,13,,treatment,,0.0,15,1,1.0,,free_data,100.0,28.0,4.0,1.0,5.0,12.2928746925969,1.0,112.29,8.0,113.29,,1,11,0,9vfoiax5,,,,,0,1,0
13,pm665xdw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:10.667922,1,,,125.96,13,,104.58,11,10,,treatment,,0.0,16,1,1.0,,paid_data,30.0,15.0,1.0,0.0,4.0,28.6089312735897,0.0,103.58,6.0,104.58,,1,11,0,9vfoiax5,,,,,0,1,1
14,qgszrtu9,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.147052,1,,,121.99,14,,102.06,11,3,,treatment,,0.0,3,1,1.0,,paid_data,30.0,20.0,5.0,1.0,5.0,16.8775714200622,1.0,100.06,8.0,102.06,,1,11,0,9vfoiax5,,,,,0,1,1
15,0z4ddbix,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:11.337225,1,,,143.86,15,,95.0,11,16,,treatment,,0.0,10,1,1.0,,paid_data,0.0,-10.0,4.0,0.0,5.0,6.32159774566318,1.0,95.0,5.0,95.0,,1,11,0,9vfoiax5,,,,,0,1,1
16,t6rthajw,,0,71,70,post_exp,FinalForProlific,2026-08-24 19:04:12.015053,1,,,132.66,16,,114.2,11,9,,treatment,,0.0,10,1,1.0,,paid_data,75.0,30.0,2.0,1.0,2.0,24.2659454381039,1.0,113.2,6.0,114.2,,1,11,0,9vfoiax5,,,,,0,1,1
